MassProfiler(10.0.2.200) 12/11/2024 14:27:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Source: all features in the table,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816 of 1816 Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,QC,QC,QC,QC,QC,QC,SampA,SampB,SampC,SampD,SampE,SampF
914,0.213,0.002,33.137,0.037,266.9,0.3,480.9536,0.0002,0.0000319,2.44,-1,2,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,13101.77,0.001,0.001
915,0.172,0.14,31.388,0.018,255.03,0.15,358.9461,0.0003,0.0000319,3.43,-1,2,3,97.6,,FALSE,62877.9,0.001,0.001,0.001,0.001,0.001,62047.02,41370.04,0.001,0.001,0.001,0.001
916,1.661,0.086,25.624,0.026,214.66,0.22,185.0574,0.0001,0.0000319,3.43,-1,2,3,97.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
917,0.37,0.005,26.884,0.069,221.88,0.57,241.0829,0.0002,0.0000319,3.24,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,14665.87,0.001,0.001,0.001,0.001,0.001
918,2.343,0.002,30.849,0.125,251.34,1.03,332.148,0.0001,0.0000318,4.18,-1,2,2,90,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
919,0.804,0.008,53.01,0.052,423.36,0.42,856.5558,0.0005,0.0000316,2.88,-1,3,5,98.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,61886.66,0.001,16680.8
920,1.462,0.076,40.499,0.083,333.23,0.69,279.0608,0.0001,0.0000314,2.7,-1,2,5,99.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
921,0.505,0.017,25.816,0.027,210.08,0.22,324.7625,0.0002,0.0000312,1.66,-1,7,12,100,,FALSE,0.001,2246.825,0.001,0.001,0.001,0.001,14504.27,0.001,0.001,0.001,0.001,12202.6
922,0.983,0.003,24.409,0.021,203.79,0.18,193.0733,0.0004,0.0000312,2.56,-1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
923,3.245,,21.997,,184.72,,172.9583,,0.0000312,6,-1,5,1,80.6,,FALSE,0.001,0.001,0.001,0.001,153708.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001
924,1.602,0.012,30.094,0.024,245.99,0.2,304.152,0.0003,0.000031,3.39,-1,2,3,96.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
925,1.097,0.09,28.695,0.189,235.88,1.57,265.1191,0.0004,0.0000306,2.04,-1,2,8,97.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
926,0.504,0.016,30.11,0.087,247.58,0.72,266.804,0.0001,0.0000299,2.1,-1,7,8,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24556.41,21488.57,0.001,0.001,18576.03
927,1.445,0.024,23.894,0.038,198.41,0.32,209.9506,0.0002,0.0000298,2.62,-1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
928,0.37,0.006,31.897,0.006,260.78,0.05,307.1552,0.0001,0.0000298,2.95,-1,2,4,98.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
929,0.528,0.054,34.756,0.144,310.59,1.3,92.929,0.0002,0.0000297,3.25,-1,5,11,92.6,,FALSE,0.001,0.001,0.001,12165.93,0.001,0.001,0.001,11331.34,0.001,0.001,0.001,0.001
930,0.884,0.011,24.907,0.165,203.46,1.37,292.8911,0.0003,0.0000295,2.75,-1,3,6,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,23085.69,0.001,0.001,0.001
931,0.279,0.003,36.971,0.014,298.56,0.11,455.214,0.0007,0.0000293,2.36,-1,2,6,96.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,21217.71,0.001,0.001,18464.04,0.001
932,0.775,0.007,23.474,0.061,196.08,0.52,190.0183,0.0001,0.0000292,4.18,-1,2,2,99.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
933,0.372,0.004,44.768,0.045,358.65,0.37,675.3466,0.0006,0.0000291,2.39,-1,2,6,99.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
934,1.047,0.012,31.248,0.029,255.67,0.24,300.1934,0.0002,0.0000291,2.88,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
935,1.018,0.036,52.418,0.028,418.78,0.23,834.5516,0.0004,0.000029,2.36,-1,2,6,99.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,15113.77,27222.44
936,0.529,0.041,20.246,0.074,179.7,0.67,92.9289,0.0002,0.0000287,1.6,-1,5,13,98.7,,FALSE,0.001,0.001,0.001,0.001,3304.505,0.001,0.001,0.001,5697.487,0.001,0.001,0.001
937,2.419,0.002,33.115,0.05,267.83,0.41,418.1336,0.0017,0.0000287,2.98,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
938,0.508,0.008,31.354,0.187,272.5,1.64,119.9474,0.0008,0.0000287,3.43,-1,3,4,82.3,,FALSE,58721.89,0.001,21229.14,55607.96,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
939,3.425,0.072,24.249,0.007,199.14,0.06,258.9208,0.0006,0.0000286,3.39,-1,3,3,82,,FALSE,0.001,0.001,0.001,0.001,0.001,49440.27,0.001,0.001,0.001,0.001,0.001,0.001
940,1.007,0.013,37.295,0.037,305.76,0.31,298.131,0.0002,0.0000286,2.92,-1,2,4,97,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
941,0.211,0.002,18.586,0.029,155.9,0.24,168.9895,0.0001,0.0000286,4.21,-1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,77698.63,0.001,0.001,0.001,0.001,0.001,0.001,0.001
942,1.96,0.043,38.124,0.056,306.43,0.45,548.106,0.0009,0.0000285,2.34,-1,2,7,95.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
943,0.491,0.008,26.4,0.039,215.21,0.33,312.9077,0.0003,0.0000285,1.83,-1,3,9,100,,FALSE,10768.82,0.001,0.001,0.001,0.001,0.001,27324.93,11390.92,0.001,16558.6,20052.25,0.001
944,1.119,0.008,31.776,0.031,259.35,0.25,320.162,0.0001,0.0000284,3.46,-1,2,3,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
945,0.459,0.047,22.951,0.009,189.15,0.08,237.9154,0.0004,0.0000283,3.2,-1,4,4,80.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
946,0.203,0.002,42.639,0.077,340.11,0.62,842.912,0.0002,0.0000283,1.39,-1,2,13,100,,FALSE,7838.002,0.001,0.001,7746.662,0.001,0.001,0.001,12137.74,0.001,0.001,0.001,14966.61
947,0.712,0.068,26.07,0.026,212.22,0.21,322.8935,0.0001,0.0000281,4.71,-1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,39848.07
948,0.822,0.007,32.736,0.051,265.76,0.42,372.0973,0.0004,0.000028,2.89,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
949,1.067,0.026,35.748,0.132,289.18,1.08,425.277,0,0.0000278,4.2,-1,2,2,91.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
950,0.352,0.005,38.717,0.034,313.37,0.28,427.1855,0.0002,0.0000276,2.59,-1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
951,2.149,0.015,36.068,0.078,290.65,0.64,487.1811,0.0006,0.0000276,3.93,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
952,0.226,,34.702,,281.97,,368.9803,,0.0000274,6,-1,2,1,85.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
953,0.485,0.012,25.834,0.002,213.79,0.02,227.0926,0.0004,0.0000273,3.38,-1,2,3,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,50018.7,0.001,0.001,0.001,0.001,0.001
954,1.146,0.017,37.612,0.039,303.41,0.32,475.2577,0.0008,0.000027,2.67,-1,2,5,98.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
955,0.483,0.004,28.367,0.045,231.66,0.37,306.0575,0.0004,0.000027,3.44,-1,2,3,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,38467.23,0.001,0.001,0.001,0.001,0.001
956,1.463,,40.459,,325.19,,560.2763,,0.000027,6,-1,2,1,99.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
957,0.383,0.013,46.609,0.014,374.15,0.11,620.4519,0.0004,0.000027,2.76,-1,2,5,99.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,16755.74,0.001,0.001,0.001,0.001
958,0.777,0.008,24.599,0.067,205.46,0.57,192.0661,0.0004,0.000027,3.37,-1,2,3,97.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,51821.38,0.001,0.001
959,0.349,0.001,29.805,0.03,243.31,0.25,313.0996,0.0004,0.000027,3.39,-1,3,3,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
960,0.201,,36.191,,293.07,,412.9686,,0.0000268,6,-1,2,1,93.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,153773.8,0.001,0.001,0.001,0.001,0.001
961,0.319,0.004,26.926,0.084,226.9,0.72,171.1392,0.0001,0.0000268,4.19,-1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,72315.84,0.001,0.001,0.001,0.001,0.001
962,0.524,0.028,50.404,0.042,403.28,0.34,755.4137,0.0009,0.0000266,2.53,-1,4,7,96.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,47646.67,13193.47,11085.88,0.001,13704.89
963,1.201,0.041,26.99,0.067,223.47,0.56,227.1037,0.0001,0.0000266,4.21,-1,2,2,98.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
964,3.406,0.055,19.885,0.018,169.24,0.16,141.9286,0.0002,0.0000264,3.05,-1,3,6,82.4,,FALSE,0.001,2642.127,0.001,0.001,45522.76,0.001,0.001,0.001,0.001,0.001,0.001,0.001
965,3.055,0.125,28.649,0.021,233.89,0.17,309.0622,0.0007,0.0000262,2.57,-1,2,10,97.1,,FALSE,0.001,0.001,5574.587,10514.14,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
966,0.245,0.121,23.033,0.028,189.96,0.23,234.9211,0.0007,0.0000262,3.74,-1,3,3,82.4,,FALSE,0.001,0.001,0.001,0.001,55743.89,0.001,0.001,0.001,0.001,0.001,0.001,0.001
967,2.091,0.017,31.194,0.03,253.83,0.25,344.1846,0.0006,0.0000261,3.41,-1,2,3,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
968,0.532,0.04,29.641,0.242,243.59,2.01,268.8009,0.0001,0.0000261,2.49,-1,3,7,100,,FALSE,0.001,0.001,0.001,4788.386,0.001,0.001,0.001,0.001,11365.49,0.001,0.001,27436.03
969,0.215,,28.542,,230.26,,430.9334,,0.0000261,6,-1,2,1,97.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
970,2.285,0.007,32.562,0.013,265.08,0.11,344.1853,0.0008,0.000026,3.44,-1,2,3,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
971,0.452,0.046,39.334,0.043,315.99,0.35,566.2776,0.0005,0.000026,2.29,-1,2,8,98.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
972,0.763,0.004,54.06,0.047,431.42,0.38,906.4727,0.0011,0.0000258,2.6,-1,3,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,22134.46,0.001,0.001,23545.12
973,2.368,0.006,22.304,0.03,187.26,0.26,174.0416,0.0005,0.0000258,4.34,-1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,54009.74,0.001,0.001,0.001,0.001,0.001
974,1.129,0.012,44.036,0.263,355.4,2.14,489.2726,0.0001,0.0000257,2.31,-1,2,7,98.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
975,0.594,,25.876,,229.92,,94.9258,,0.0000256,6,-1,3,1,89.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
976,2.07,0.028,23.951,0.016,196.17,0.13,272.8839,0.0006,0.0000256,3.13,-1,3,4,82.4,,FALSE,0.001,0.001,0.001,16923.94,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
977,0.51,,26.258,,215.48,,268.8008,,0.0000255,6,-1,5,1,96.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
978,3.159,0.153,28.004,0.113,227.64,0.93,342.8774,0.0007,0.0000255,1.85,-1,5,9,85.9,,FALSE,0.001,18161.47,0.001,0.001,0.001,0.001,12143.81,22785.29,0.001,0.001,0.001,0.001
979,0.077,0.045,19.858,0.026,171.96,0.23,116.9288,0.0001,0.0000254,5.39,-1,2,2,81.6,,FALSE,0.001,13913.32,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
980,0.553,,21.787,,186.6,,134.0482,,0.0000253,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
981,2.365,0.003,26.143,0.007,214.59,0.06,267.0128,0.0012,0.0000252,4.31,-1,3,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
982,0.526,0.057,30.37,0.164,249.65,1.37,268.8009,0.0001,0.0000252,2.49,-1,3,6,100,,FALSE,0.001,3981.382,0.001,0.001,0.001,0.001,0.001,0.001,0.001,32671.54,0.001,0.001
983,0.85,0.01,31.425,0.034,266.82,0.29,158.0825,0,0.000025,4.18,-1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
984,0.371,0.003,42.744,0.091,342.81,0.73,629.3395,0.0005,0.000025,2.32,-1,4,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
985,2.359,0.007,28.732,0.007,235.71,0.06,277.0875,0.0002,0.0000248,3.43,-1,2,3,99.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
986,1.469,0.092,31.854,0.182,261.52,1.51,279.0608,0.0002,0.0000247,3.24,-1,2,4,97,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
987,0.851,0.009,22.198,0.044,187.65,0.37,158.0825,0,0.0000247,4.18,-1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
988,0.386,0.07,22.671,0.049,188.84,0.42,197.0125,0.0002,0.0000247,4.28,-1,2,2,96.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
989,0.604,,34.631,,298.85,,131.0721,,0.0000245,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
990,1.194,0.008,32.089,0.068,261.25,0.56,342.1676,0.0003,0.0000243,3.38,-1,2,3,96.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
991,1.456,0.058,38.832,0.04,311.75,0.32,581.1103,0.0008,0.0000242,1.95,-1,2,8,97,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
992,0.795,,23.422,,195.5,,192.0339,,0.0000242,6,-1,2,1,98.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
993,3.259,0.199,23.731,0.045,196.56,0.38,218.9177,0.0003,0.0000242,2.44,-1,3,9,82.4,,FALSE,0.001,0.001,0.001,0.001,11062.43,0.001,0.001,0.001,0.001,0.001,23281.67,48344.88
994,3.388,0.029,29.967,0.052,242.1,0.43,418.8488,0.0007,0.0000242,3.4,-1,3,3,98.5,,FALSE,0.001,0.001,0.001,0.001,41243.04,0.001,0.001,0.001,0.001,0.001,0.001,0.001
995,0.406,0.01,29.924,0.06,242.17,0.49,396.876,0.0007,0.000024,2.71,-1,3,5,89.8,,FALSE,0.001,0.001,38742.38,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
996,1.287,0.016,29.702,0.018,243.4,0.15,286.1778,0.0003,0.000024,2.9,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
997,1.058,0.031,53.616,0.052,428.17,0.42,864.5225,0.0006,0.0000239,2.22,-1,2,7,99.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,30497.21,13115.25,23947.3
998,3.36,0.013,21.359,0.019,176.74,0.16,216.8539,0.0005,0.0000239,4.2,-1,2,2,87.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,61428.8
999,1.571,0.008,33.096,0.023,268.39,0.19,385.2103,0.0002,0.0000237,3.37,-1,2,3,87.2,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1000,0.988,0.003,28.914,0.013,237.79,0.11,263.1406,0.0003,0.0000236,3.4,-1,2,3,95.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1001,3.239,0.09,24.318,0.123,201.39,1.04,220.9364,0.0009,0.0000236,5.6,-1,3,2,81.8,,FALSE,0.001,0.001,0.001,0.001,0.001,106894.8,0.001,0.001,0.001,0.001,0.001,0.001
1002,0.379,0.006,44.441,0.185,356.02,1.49,673.3651,0.0007,0.0000236,2.54,-1,4,6,96.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1003,0.497,0.024,26.544,0.105,217.78,0.88,270.7978,0,0.0000235,4.47,-1,5,2,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1004,2.001,0.071,32.745,0.001,265.93,0.01,368.0831,0.0008,0.0000235,5.1,-1,2,2,80.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1005,2.847,,32.129,,262.67,,308.0618,,0.0000235,6,-1,3,1,86.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1006,2.148,,21.578,,181.68,,165.9835,,0.0000232,6,-1,3,1,88.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1007,2.835,0.011,39.226,0.061,315.27,0.5,555.16,0.001,0.0000231,3.6,-1,2,3,82.4,,FALSE,0.001,0.001,0.001,0.001,49908.15,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1008,0.491,0.001,28.573,0.022,235.89,0.18,243.0623,0.0001,0.0000228,4.52,-1,2,2,97.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1009,0.347,0.005,30.996,0.013,252.32,0.11,340.1185,0.0004,0.0000227,4.18,-1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1010,1.53,0.019,35.759,0.038,288.96,0.31,440.2517,0.0002,0.0000226,2.9,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1011,0.515,,27.888,,229.11,,266.804,,0.0000225,6,-1,7,1,96.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,128654.9
1012,0.28,0.001,34.397,0.046,279.96,0.38,351.2507,0.0006,0.0000224,3.55,-1,2,3,93.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,57698.75,0.001,0.001
1013,3.369,0.077,18.131,0.009,157.56,0.08,111.0008,0.0002,0.0000224,5.11,-1,3,4,86.4,,FALSE,0.001,0.001,0.001,0.001,7935.048,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1014,2.389,0.12,21.912,0.022,180.42,0.18,238.871,0.0013,0.0000222,4.63,-1,5,5,93.2,,FALSE,0.001,0.001,0.001,0.001,0.001,82148.74,0.001,0.001,0.001,0.001,0.001,0.001
1015,0.984,0.005,36.757,0.024,304.22,0.2,243.1717,0.0002,0.0000221,4.18,-1,2,2,93.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1016,0.372,0.004,44.098,0.035,353.34,0.29,665.3157,0.0004,0.000022,2.54,-1,3,5,98.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1017,0.208,0.003,35.297,0.003,283.17,0.02,576.9726,0.0003,0.000022,4.24,-1,2,2,91.4,,FALSE,62084.5,47827.16,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1018,1.787,0.01,24.031,0.026,201.14,0.22,185.0577,0.0001,0.000022,4.19,-1,2,2,97.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1019,0.634,0.074,24.851,0.154,218.73,1.37,102.9573,0.0001,0.0000219,3.45,-1,3,4,88.5,,FALSE,0.001,21593.63,0.001,0.001,0.001,35931.2,0.001,0.001,0.001,3420.549,0.001,0.001
1020,0.592,0.096,24.045,0.149,211.54,1.33,102.9572,0.0001,0.0000218,3.63,-1,3,5,83,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3024.059,0.001,0.001,0.001
1021,0.961,0.106,23.023,0.039,189.88,0.32,234.9222,0.0002,0.0000218,4.64,-1,3,2,87.9,,FALSE,0.001,82807.61,29975.51,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1022,2.902,0.106,39.166,0.023,314.78,0.19,555.1559,0.0008,0.0000217,3.47,-1,2,3,93.7,,FALSE,0.001,0.001,0.001,0.001,47171.88,0.001,0.001,0.001,41823.75,0.001,0.001,0.001
1023,2.391,0.01,33.184,0.054,269.06,0.44,387.1911,0.0009,0.0000217,2.63,-1,2,5,98.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1024,2.409,0.003,41.337,0.043,331.29,0.35,643.2376,0.0007,0.0000216,2.64,-1,2,5,98.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,14778.67,0.001,0.001,0.001,0.001,0.001
1025,1.485,0.098,33.726,0.099,277.05,0.82,279.0608,0.0002,0.0000215,3.58,-1,2,3,98.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1026,0.631,0.104,26.326,0.01,214.55,0.08,314.8737,0.0002,0.0000215,3.38,-1,3,3,82.4,,FALSE,0.001,0.001,0.001,0.001,38718.68,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1027,2.314,0.003,33.469,0.046,270.95,0.38,407.1704,0.0001,0.0000215,4.19,-1,2,2,99.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1028,0.586,0.094,27.558,0.106,242.87,0.95,102.9573,0.0002,0.0000213,2.97,-1,3,6,90,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,39280.43,0.001,5252.138,0.001,0.001
1029,0.802,0.004,52.651,0.113,420.4,0.91,866.441,0.0013,0.0000213,2.42,-1,2,6,99.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,13884.77,19756.28,0.001,0.001
1030,2.282,0.022,30.378,0.005,248.52,0.04,299.0252,0.0001,0.000021,4.66,-1,2,2,92.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1031,2.448,0.001,29.568,0.03,240.73,0.25,334.1277,0.0003,0.000021,2.96,-1,2,4,95.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1032,1.501,0.02,40.675,0.063,327.07,0.51,551.3211,0.0004,0.0000209,2.58,-1,2,5,96.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1033,0.371,0.003,27.965,0.018,230.9,0.15,241.0828,0.0001,0.0000208,3.49,-1,2,3,99.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1034,1.075,0.022,33.518,0.017,279.19,0.14,213.0344,0.0001,0.0000207,4.18,-1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1035,0.477,0.008,26.458,0.032,215.21,0.26,330.9174,0.0006,0.0000207,2.09,-1,3,8,88.8,,FALSE,8723.475,0.001,0.001,22098.99,0.001,0.001,22826.25,0.001,0.001,0.001,9189.348,0.001
1036,2.087,0.099,25.98,0.018,214.76,0.15,232.0956,0.0003,0.0000206,3.43,-1,2,3,97.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1037,0.614,,25.109,,205.93,,268.8009,,0.0000206,6,-1,5,1,93.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1038,0.493,,30.527,,248.66,,333.031,,0.0000206,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
